claim_id,client_id,region,claim_type,policy_type,declaration_date,expertise_date,closure_date,status,estimated_damage,paid_amount,expert_assigned,fraud_flag
CLM_4533,CUST_4672,PACA,Dégât des eaux,Habitation,2023-09-02,2023-09-06,2023-10-01,Clos,4691.89,4420.95,Expert_11,0
CLM_4534,CUST_1613,Hauts-de-France,Dégât des eaux,Professionnelle,2023-10-23,2023-10-28,2023-11-17,Clos,1665.65,1553.21,Expert_8,0
CLM_4535,CUST_1898,Nouvelle-Aquitaine,Dégât des eaux,Auto,2023-05-12,2023-05-28,2023-06-22,Clos,1226.49,921.78,Expert_10,0
CLM_4536,CUST_1778,PACA,Dégât des eaux,Habitation,2023-09-05,2023-09-10,2023-10-22,Clos,882.05,880.34,Expert_4,0
CLM_4537,CUST_4510,Hauts-de-France,Dégât des eaux,Auto,2023-09-24,2023-09-30,,Ouvert,2218.54,2026.09,Expert_6,0
CLM_4538,CUST_3438,PACA,Incendie,Habitation,2023-04-16,2023-04-26,2023-06-08,Clos,2240.08,1919.02,Expert_8,0
CLM_4539,CUST_4764,PACA,Dégât des eaux,Auto,2023-09-01,2023-09-19,,En recours,5616.93,4658.77,Expert_1,1
CLM_4540,CUST_3693,Nouvelle-Aquitaine,Catastrophe naturelle,Habitation,2023-07-29,2023-08-09,2023-09-28,Clos,2726.92,2461.21,Expert_2,0
CLM_4541,CUST_1217,PACA,Incendie,Auto,2023-12-23,2024-01-11,,Ouvert,5435.67,4295.11,Expert_14,0
CLM_4542,CUST_1424,PACA,Vol,Professionnelle,2023-12-29,2024-01-14,2024-03-10,Clos,3554.35,2939.46,Expert_13,0
CLM_4543,CUST_4980,Hauts-de-France,Bris de glace,Professionnelle,2023-10-02,2023-10-09,2023-11-29,Clos,1894.9,1418.91,Expert_5,0
CLM_4544,CUST_3957,Nouvelle-Aquitaine,Bris de glace,Habitation,2023-10-15,2023-10-24,,En recours,2465.21,2132.15,Expert_11,0
CLM_4545,CUST_1171,Hauts-de-France,Dégât des eaux,Auto,2023-09-07,2023-09-26,2023-10-13,Clos,2392.38,1957.82,Expert_9,0
CLM_4546,CUST_3718,Hauts-de-France,Vol,Habitation,2023-04-01,2023-04-04,,Ouvert,2757.41,2386.21,Expert_7,0
CLM_4547,CUST_2615,Île-de-France,Catastrophe naturelle,Habitation,2023-05-03,2023-05-11,2023-07-04,Clos,1654.08,1477.5,Expert_14,0
CLM_4548,CUST_2117,PACA,Bris de glace,Habitation,2023-05-26,2023-05-27,2023-07-05,Clos,6675.26,5800.58,Expert_8,0
CLM_4549,CUST_1435,PACA,Incendie,Habitation,2023-10-07,2023-10-22,,Ouvert,1085.96,1082.14,Expert_7,0
CLM_4550,CUST_3512,Nouvelle-Aquitaine,Incendie,Auto,2023-12-12,2023-12-26,2024-01-03,Clos,1506.15,1215.2,Expert_14,0
CLM_4551,CUST_1565,PACA,Dégât des eaux,Habitation,2023-12-24,2024-01-09,,En recours,2344.14,1953.37,Expert_3,0
CLM_4552,CUST_1435,Hauts-de-France,Vol,Auto,2023-06-15,2023-06-16,2023-06-29,Clos,1734.49,1434.34,Expert_10,0
CLM_4553,CUST_2430,PACA,Bris de glace,Habitation,2023-05-16,2023-05-26,,Ouvert,83.73,83.43,Expert_14,0
CLM_4554,CUST_2434,PACA,Dégât des eaux,Professionnelle,2023-07-01,2023-07-17,,En recours,10044.92,8545.69,Expert_14,0
CLM_4555,CUST_2213,Occitanie,Bris de glace,Habitation,2023-01-02,2023-01-21,,En recours,2204.39,1654.29,Expert_1,0
CLM_4556,CUST_2591,Hauts-de-France,Dégât des eaux,Professionnelle,2023-11-15,2023-11-18,,En recours,1772.61,1463.82,Expert_11,0
CLM_4557,CUST_4802,PACA,Vol,Professionnelle,2023-03-08,2023-03-17,2023-04-21,Clos,3709.42,3077.39,Expert_3,0
CLM_4558,CUST_4475,Hauts-de-France,Dégât des eaux,Professionnelle,2023-03-08,2023-03-17,2023-05-09,Clos,3445.91,3131.65,Expert_7,0
CLM_4559,CUST_3697,Hauts-de-France,Incendie,Professionnelle,2023-05-16,2023-05-20,2023-06-19,Clos,957.21,756.21,Expert_14,0
CLM_4560,CUST_1046,PACA,Incendie,Habitation,2023-11-23,2023-12-06,2023-12-11,Clos,724.82,582.15,Expert_6,0
CLM_4561,CUST_4606,Île-de-France,Vol,Habitation,2023-08-13,2023-08-29,2023-09-06,Clos,2545.94,2407.66,Expert_2,0
CLM_4562,CUST_1844,Île-de-France,Dégât des eaux,Professionnelle,2023-03-25,2023-04-07,,En recours,647.01,583.75,Expert_1,0
CLM_4563,CUST_3894,Hauts-de-France,Dégât des eaux,Professionnelle,2023-03-26,2023-03-27,2023-04-04,Clos,4546.45,3467.32,Expert_12,0
CLM_4564,CUST_2735,Nouvelle-Aquitaine,Vol,Auto,2023-01-05,2023-01-22,2023-02-17,Clos,8043.98,6960.81,Expert_8,0
CLM_4565,CUST_1344,Hauts-de-France,Incendie,Professionnelle,2023-05-02,2023-05-19,,Ouvert,3789.9,3311.63,Expert_9,0
CLM_4566,CUST_4692,Île-de-France,Bris de glace,Habitation,2023-03-30,2023-04-13,,En recours,3356.23,2676.58,Expert_7,0
CLM_4567,CUST_1078,Île-de-France,Bris de glace,Auto,2023-09-07,2023-09-10,,Ouvert,1859.6,1435.04,Expert_2,0
CLM_4568,CUST_4166,Île-de-France,Bris de glace,Habitation,2023-11-23,2023-12-08,2023-12-16,Clos,2063.99,1731.16,Expert_15,0
CLM_4569,CUST_4114,Nouvelle-Aquitaine,Catastrophe naturelle,Habitation,2023-06-28,2023-07-01,2023-08-20,Clos,1873.46,1662.0,Expert_4,0
CLM_4570,CUST_4792,Nouvelle-Aquitaine,Incendie,Professionnelle,2023-06-05,2023-06-20,2023-07-29,Clos,6681.89,5586.8,Expert_8,0
CLM_4571,CUST_3148,Occitanie,Vol,Habitation,2023-11-17,2023-11-23,2024-01-15,Clos,2242.56,2133.0,Expert_1,0
CLM_4572,CUST_2502,PACA,Incendie,Auto,2023-06-29,2023-07-12,,En recours,1956.34,1448.69,Expert_3,0
CLM_4573,CUST_1889,PACA,Catastrophe naturelle,Habitation,2023-07-18,2023-08-04,2023-09-26,Clos,9375.01,8387.37,Expert_8,0
CLM_4574,CUST_1484,PACA,Dégât des eaux,Professionnelle,2023-09-16,2023-09-20,,En recours,2842.85,2321.74,Expert_2,0
CLM_4575,CUST_3017,Île-de-France,Bris de glace,Habitation,2023-10-06,2023-10-19,,En recours,2142.06,1753.4,Expert_7,0
CLM_4576,CUST_1286,Île-de-France,Vol,Auto,2023-05-26,2023-06-04,2023-06-24,Clos,151.29,134.7,Expert_5,0
CLM_4577,CUST_2206,Occitanie,Incendie,Auto,2023-11-03,2023-11-21,2023-12-09,Clos,2991.01,2285.56,Expert_10,0
CLM_4578,CUST_4430,Nouvelle-Aquitaine,Vol,Professionnelle,2023-08-01,2023-08-08,2023-08-25,Clos,1373.98,1266.76,Expert_5,0
CLM_4579,CUST_3654,Occitanie,Incendie,Professionnelle,2023-06-29,2023-07-13,2023-07-24,Clos,1162.96,1059.45,Expert_12,0
CLM_4580,CUST_2932,PACA,Dégât des eaux,Habitation,2023-12-01,2023-12-13,2024-01-03,Clos,2759.04,2283.65,Expert_1,0
CLM_4581,CUST_4016,Nouvelle-Aquitaine,Bris de glace,Auto,2023-02-12,2023-03-02,2023-04-16,Clos,2016.05,1577.89,Expert_6,0
CLM_4582,CUST_4034,Île-de-France,Dégât des eaux,Habitation,2023-06-24,2023-07-12,2023-09-06,Clos,2324.56,1891.09,Expert_13,0
CLM_4583,CUST_2268,Occitanie,Bris de glace,Habitation,2023-04-10,2023-04-18,,Ouvert,1858.8,1847.65,Expert_3,0
CLM_4584,CUST_3199,Nouvelle-Aquitaine,Dégât des eaux,Professionnelle,2023-05-30,2023-06-15,2023-07-24,Clos,2845.15,2468.24,Expert_7,0
CLM_4585,CUST_3529,PACA,Incendie,Professionnelle,2023-11-19,2023-11-25,,Ouvert,2282.72,1931.39,Expert_11,0
CLM_4586,CUST_3976,Hauts-de-France,Bris de glace,Habitation,2023-07-27,2023-08-04,2023-09-24,Clos,218.87,180.81,Expert_3,0
CLM_4587,CUST_4110,Occitanie,Dégât des eaux,Auto,2023-10-11,2023-10-20,,En recours,497.49,401.29,Expert_8,0
CLM_4588,CUST_3970,Nouvelle-Aquitaine,Dégât des eaux,Habitation,2023-11-05,2023-11-08,2024-01-05,Clos,4985.26,4610.53,Expert_10,0
CLM_4589,CUST_2491,Île-de-France,Vol,Habitation,2023-01-28,2023-02-12,,Ouvert,2083.43,1721.64,Expert_4,0
CLM_4590,CUST_3945,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-12-27,2024-01-15,,Ouvert,2181.13,2038.63,Expert_14,0
CLM_4591,CUST_2633,Occitanie,Bris de glace,Auto,2023-11-23,2023-11-26,,Ouvert,454.84,330.91,Expert_15,0
CLM_4592,CUST_3234,Hauts-de-France,Bris de glace,Professionnelle,2023-06-13,2023-06-27,2023-08-09,Clos,1777.33,1413.29,Expert_7,0
CLM_4593,CUST_1623,Nouvelle-Aquitaine,Dégât des eaux,Habitation,2023-05-02,2023-05-06,2023-06-07,Clos,3126.11,2682.03,Expert_5,0
CLM_4594,CUST_3037,Nouvelle-Aquitaine,Bris de glace,Habitation,2023-02-02,2023-02-05,2023-02-27,Clos,4076.49,3493.15,Expert_5,0
CLM_4595,CUST_4320,Hauts-de-France,Catastrophe naturelle,Auto,2023-12-20,2024-01-02,2024-01-19,Clos,1568.09,1114.22,Expert_6,0
CLM_4596,CUST_2954,Hauts-de-France,Incendie,Professionnelle,2023-02-24,2023-03-12,,En recours,578.96,463.77,Expert_10,0
CLM_4597,CUST_1810,PACA,Incendie,Habitation,2023-07-06,2023-07-21,2023-08-13,Clos,3200.57,2713.72,Expert_6,0
CLM_4598,CUST_1007,Île-de-France,Bris de glace,Auto,2023-05-31,2023-06-10,,Ouvert,616.97,455.39,Expert_6,0
CLM_4599,CUST_4705,PACA,Catastrophe naturelle,Professionnelle,2023-05-28,2023-06-10,,Ouvert,1203.72,1024.9,Expert_3,0
CLM_4600,CUST_3711,Hauts-de-France,Catastrophe naturelle,Professionnelle,2023-10-14,2023-10-31,2023-11-26,Clos,3968.08,2863.54,Expert_4,0
CLM_4601,CUST_2366,Île-de-France,Catastrophe naturelle,Auto,2023-10-05,2023-10-20,2023-11-13,Clos,661.17,648.71,Expert_10,0
CLM_4602,CUST_2172,Hauts-de-France,Bris de glace,Professionnelle,2023-11-21,2023-12-04,2024-01-16,Clos,4012.67,3602.72,Expert_4,0
CLM_4603,CUST_2001,Nouvelle-Aquitaine,Dégât des eaux,Auto,2023-09-17,2023-09-20,,En recours,2286.98,1798.1,Expert_9,0
CLM_4604,CUST_3022,Nouvelle-Aquitaine,Bris de glace,Auto,2023-03-06,2023-03-17,2023-05-12,Clos,771.13,643.04,Expert_13,0
CLM_4605,CUST_3113,Occitanie,Vol,Professionnelle,2023-07-02,2023-07-10,,En recours,1040.62,917.18,Expert_2,1
CLM_4606,CUST_1412,Nouvelle-Aquitaine,Dégât des eaux,Professionnelle,2023-06-23,2023-07-12,2023-09-06,Clos,559.56,459.3,Expert_12,0
CLM_4607,CUST_4410,Hauts-de-France,Dégât des eaux,Habitation,2023-01-29,2023-02-16,,En recours,4836.49,3760.81,Expert_8,0
CLM_4608,CUST_3688,Nouvelle-Aquitaine,Incendie,Professionnelle,2023-01-28,2023-02-08,,Ouvert,2312.99,2143.08,Expert_15,0
CLM_4609,CUST_2636,Occitanie,Catastrophe naturelle,Habitation,2023-08-31,2023-09-04,,En recours,1709.46,1490.76,Expert_7,0
CLM_4610,CUST_4107,PACA,Bris de glace,Habitation,2023-04-29,2023-05-11,,Ouvert,2779.57,2035.67,Expert_14,0
CLM_4611,CUST_3994,Île-de-France,Bris de glace,Auto,2023-09-05,2023-09-17,2023-11-04,Clos,1324.28,1318.74,Expert_15,0
CLM_4612,CUST_1721,Île-de-France,Dégât des eaux,Habitation,2023-12-24,2023-12-30,2024-01-14,Clos,2940.68,2455.35,Expert_10,0
CLM_4613,CUST_2912,Île-de-France,Bris de glace,Professionnelle,2023-01-07,2023-01-18,,Ouvert,4871.9,3539.55,Expert_6,0
CLM_4614,CUST_1848,PACA,Incendie,Professionnelle,2023-09-19,2023-09-25,,En recours,2149.49,2009.56,Expert_5,0
CLM_4615,CUST_2801,Occitanie,Vol,Habitation,2023-04-11,2023-04-14,2023-05-29,Clos,4838.97,4655.97,Expert_9,0
CLM_4616,CUST_4363,Occitanie,Vol,Auto,2023-01-21,2023-02-07,2023-02-27,Clos,296.28,256.91,Expert_3,0
CLM_4617,CUST_2597,Nouvelle-Aquitaine,Bris de glace,Auto,2023-04-22,2023-04-28,2023-05-05,Clos,3212.53,3027.22,Expert_10,0
CLM_4618,CUST_4259,PACA,Bris de glace,Professionnelle,2023-12-29,2024-01-13,2024-02-10,Clos,3104.32,3043.23,Expert_5,0
CLM_4619,CUST_2687,Occitanie,Bris de glace,Auto,2023-01-09,2023-01-27,2023-03-21,Clos,829.25,645.91,Expert_11,0
CLM_4620,CUST_4430,Nouvelle-Aquitaine,Vol,Professionnelle,2023-06-15,2023-06-18,2023-07-08,Clos,3061.75,2924.39,Expert_2,0
CLM_4621,CUST_2444,PACA,Bris de glace,Habitation,2023-04-22,2023-05-09,,Ouvert,294.89,243.3,Expert_8,0
CLM_4622,CUST_2648,Île-de-France,Incendie,Professionnelle,2023-01-29,2023-02-09,2023-03-07,Clos,1409.0,1024.5,Expert_11,0
CLM_4623,CUST_2323,Occitanie,Catastrophe naturelle,Habitation,2023-05-19,2023-06-06,2023-06-18,Clos,4316.29,3175.07,Expert_3,0
CLM_4624,CUST_4853,Nouvelle-Aquitaine,Bris de glace,Auto,2023-03-13,2023-03-17,2023-04-04,Clos,653.13,523.07,Expert_4,0
CLM_4625,CUST_2558,Hauts-de-France,Vol,Auto,2023-12-15,2024-01-01,2024-01-06,Clos,5909.73,5191.22,Expert_15,0
CLM_4626,CUST_3381,Nouvelle-Aquitaine,Dégât des eaux,Auto,2023-08-02,2023-08-03,2023-08-19,Clos,3460.66,3248.65,Expert_7,0
CLM_4627,CUST_2927,PACA,Catastrophe naturelle,Professionnelle,2023-11-25,2023-11-30,2024-01-06,Clos,2807.42,2623.46,Expert_5,0
CLM_4628,CUST_2695,PACA,Catastrophe naturelle,Habitation,2023-02-24,2023-03-02,2023-03-26,Clos,4177.69,3165.3,Expert_3,1
CLM_4629,CUST_2177,PACA,Vol,Habitation,2023-06-28,2023-07-08,2023-07-28,Clos,3990.47,2846.53,Expert_2,0
CLM_4630,CUST_3865,Île-de-France,Bris de glace,Auto,2023-12-04,2023-12-09,2024-02-03,Clos,843.87,817.68,Expert_3,0
CLM_4631,CUST_3518,PACA,Incendie,Professionnelle,2023-12-30,2024-01-01,2024-02-12,Clos,1808.81,1708.97,Expert_4,0
CLM_4632,CUST_3498,Hauts-de-France,Bris de glace,Professionnelle,2023-06-10,2023-06-28,2023-07-20,Clos,4932.37,3849.81,Expert_12,0
CLM_4633,CUST_3869,Occitanie,Bris de glace,Professionnelle,2023-03-03,2023-03-15,,Ouvert,4149.38,3146.99,Expert_5,0
CLM_4634,CUST_3741,Occitanie,Catastrophe naturelle,Professionnelle,2023-05-28,2023-06-06,2023-07-11,Clos,4482.48,3506.86,Expert_10,0
CLM_4635,CUST_1944,PACA,Catastrophe naturelle,Professionnelle,2023-07-09,2023-07-16,2023-09-09,Clos,1830.43,1548.28,Expert_1,0
CLM_4636,CUST_3926,PACA,Incendie,Professionnelle,2023-09-23,2023-09-30,2023-11-25,Clos,2341.9,1697.07,Expert_12,0
CLM_4637,CUST_1882,PACA,Bris de glace,Auto,2023-02-23,2023-03-13,2023-05-11,Clos,2444.31,1739.99,Expert_1,0
CLM_4638,CUST_1228,Occitanie,Incendie,Auto,2023-06-17,2023-06-27,2023-08-14,Clos,1358.3,1144.41,Expert_13,0
CLM_4639,CUST_4035,PACA,Catastrophe naturelle,Auto,2023-08-21,2023-09-07,2023-10-18,Clos,7287.4,6423.83,Expert_5,0
CLM_4640,CUST_4263,PACA,Dégât des eaux,Habitation,2023-02-06,2023-02-23,2023-03-19,Clos,6563.55,6403.99,Expert_7,0
CLM_4641,CUST_1607,Nouvelle-Aquitaine,Vol,Professionnelle,2023-04-03,2023-04-13,2023-04-22,Clos,1485.77,1122.0,Expert_14,0
CLM_4642,CUST_1678,Occitanie,Vol,Habitation,2023-05-13,2023-05-16,2023-05-31,Clos,2102.81,2017.68,Expert_2,0
CLM_4643,CUST_1854,Hauts-de-France,Incendie,Habitation,2023-04-14,2023-04-30,,En recours,786.96,577.58,Expert_13,0
CLM_4644,CUST_2530,Île-de-France,Incendie,Auto,2023-03-11,2023-03-22,2023-04-19,Clos,4463.67,4118.57,Expert_6,0
CLM_4645,CUST_4649,Hauts-de-France,Incendie,Habitation,2023-08-24,2023-09-04,2023-10-16,Clos,8811.3,8589.0,Expert_2,0
CLM_4646,CUST_2190,Hauts-de-France,Bris de glace,Habitation,2023-11-18,2023-11-23,2024-01-12,Clos,2523.55,2075.06,Expert_11,0
CLM_4647,CUST_4248,Hauts-de-France,Vol,Habitation,2023-04-05,2023-04-09,2023-05-24,Clos,2337.41,2259.75,Expert_4,0
CLM_4648,CUST_1299,PACA,Incendie,Professionnelle,2023-01-27,2023-02-13,,Ouvert,2748.12,2534.93,Expert_10,0
CLM_4649,CUST_2551,Hauts-de-France,Incendie,Professionnelle,2023-09-15,2023-09-26,,Ouvert,2174.52,2011.63,Expert_10,0
CLM_4650,CUST_2876,Occitanie,Bris de glace,Professionnelle,2023-08-29,2023-09-17,2023-10-27,Clos,6801.91,6284.87,Expert_1,0
CLM_4651,CUST_2555,Occitanie,Vol,Auto,2023-09-15,2023-09-17,,En recours,2867.83,2080.02,Expert_10,0
CLM_4652,CUST_3181,Hauts-de-France,Bris de glace,Habitation,2023-04-11,2023-04-18,,Ouvert,3921.27,3803.15,Expert_14,1
CLM_4653,CUST_3379,Occitanie,Catastrophe naturelle,Habitation,2023-04-12,2023-04-13,2023-04-24,Clos,6972.52,5505.73,Expert_14,0
CLM_4654,CUST_1736,Occitanie,Incendie,Auto,2023-12-01,2023-12-10,2024-01-04,Clos,1164.2,1086.5,Expert_11,0
CLM_4655,CUST_2508,Île-de-France,Vol,Professionnelle,2023-09-21,2023-10-04,2023-10-16,Clos,3055.03,2385.01,Expert_6,0
CLM_4656,CUST_1015,Île-de-France,Vol,Habitation,2023-08-10,2023-08-21,2023-09-12,Clos,374.65,319.71,Expert_10,0
CLM_4657,CUST_4689,Hauts-de-France,Vol,Professionnelle,2023-07-13,2023-07-22,2023-07-28,Clos,4291.68,3721.42,Expert_14,0
CLM_4658,CUST_3967,PACA,Incendie,Professionnelle,2023-05-16,2023-05-27,2023-06-13,Clos,3904.82,3844.62,Expert_5,0
CLM_4659,CUST_4855,Nouvelle-Aquitaine,Bris de glace,Auto,2023-09-06,2023-09-19,2023-11-12,Clos,1683.12,1200.39,Expert_6,0
CLM_4660,CUST_4920,Île-de-France,Catastrophe naturelle,Habitation,2023-12-06,2023-12-16,,Ouvert,1603.71,1577.94,Expert_4,0
CLM_4661,CUST_2815,Nouvelle-Aquitaine,Catastrophe naturelle,Habitation,2023-07-20,2023-07-28,2023-08-11,Clos,5729.94,4406.34,Expert_10,0
CLM_4662,CUST_2406,Occitanie,Catastrophe naturelle,Professionnelle,2023-01-28,2023-01-31,,Ouvert,1650.07,1376.16,Expert_5,0
CLM_4663,CUST_2871,Nouvelle-Aquitaine,Bris de glace,Auto,2023-07-30,2023-07-31,2023-08-06,Clos,6430.42,6171.89,Expert_10,0
CLM_4664,CUST_4315,Occitanie,Dégât des eaux,Auto,2023-03-07,2023-03-24,2023-04-01,Clos,2583.61,2404.25,Expert_12,0
CLM_4665,CUST_3147,Île-de-France,Catastrophe naturelle,Professionnelle,2023-11-05,2023-11-10,,Ouvert,2059.99,1636.8,Expert_7,0
CLM_4666,CUST_3458,PACA,Bris de glace,Professionnelle,2023-05-29,2023-05-30,,Ouvert,3146.49,3056.49,Expert_11,0
CLM_4667,CUST_3983,PACA,Dégât des eaux,Professionnelle,2023-01-21,2023-02-09,2023-03-09,Clos,1343.06,1012.78,Expert_11,0
CLM_4668,CUST_1796,Île-de-France,Incendie,Auto,2023-03-22,2023-03-25,2023-04-04,Clos,2132.09,2020.67,Expert_3,0
CLM_4669,CUST_3885,PACA,Bris de glace,Professionnelle,2023-06-05,2023-06-17,,Ouvert,2339.44,1715.56,Expert_6,0
CLM_4670,CUST_1622,PACA,Incendie,Professionnelle,2023-12-23,2023-12-31,2024-01-25,Clos,7145.57,6630.78,Expert_5,0
CLM_4671,CUST_3567,PACA,Vol,Professionnelle,2023-12-05,2023-12-21,,En recours,4335.25,3532.82,Expert_1,0
CLM_4672,CUST_1078,Île-de-France,Dégât des eaux,Professionnelle,2023-03-14,2023-03-16,,Ouvert,30.42,25.1,Expert_1,0
CLM_4673,CUST_4435,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-02-08,2023-02-26,2023-03-22,Clos,2807.4,2384.58,Expert_2,0
CLM_4674,CUST_3226,Occitanie,Incendie,Professionnelle,2023-01-22,2023-01-27,2023-03-13,Clos,1640.6,1384.46,Expert_2,0
CLM_4675,CUST_2615,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-09-27,2023-10-10,2023-10-19,Clos,1681.86,1524.98,Expert_15,0
CLM_4676,CUST_2212,Nouvelle-Aquitaine,Vol,Habitation,2023-11-10,2023-11-13,2023-12-16,Clos,9994.39,7986.66,Expert_5,0
CLM_4677,CUST_2860,Île-de-France,Catastrophe naturelle,Professionnelle,2023-10-12,2023-10-20,2023-11-02,Clos,2710.46,2348.54,Expert_12,0
CLM_4678,CUST_3396,PACA,Dégât des eaux,Habitation,2023-04-11,2023-04-15,2023-05-17,Clos,5276.3,4810.41,Expert_6,0
CLM_4679,CUST_4871,PACA,Bris de glace,Professionnelle,2023-06-04,2023-06-07,2023-07-23,Clos,762.26,666.36,Expert_8,0
CLM_4680,CUST_1077,Occitanie,Dégât des eaux,Professionnelle,2023-07-31,2023-08-17,,Ouvert,580.19,446.5,Expert_10,0
CLM_4681,CUST_3613,PACA,Catastrophe naturelle,Auto,2023-06-19,2023-06-25,,Ouvert,5081.9,4378.59,Expert_1,0
CLM_4682,CUST_4256,Hauts-de-France,Incendie,Habitation,2023-12-29,2024-01-08,2024-02-10,Clos,4653.29,4459.99,Expert_11,0
CLM_4683,CUST_4160,Île-de-France,Dégât des eaux,Professionnelle,2023-05-14,2023-05-28,2023-06-26,Clos,5248.37,4050.3,Expert_9,0
CLM_4684,CUST_1266,Occitanie,Catastrophe naturelle,Auto,2023-09-04,2023-09-16,2023-10-11,Clos,1308.83,1052.49,Expert_15,0
CLM_4685,CUST_3954,Occitanie,Bris de glace,Auto,2023-12-02,2023-12-16,2023-12-31,Clos,6177.89,5599.51,Expert_7,1
CLM_4686,CUST_4505,Occitanie,Incendie,Habitation,2023-07-20,2023-07-30,2023-08-26,Clos,5584.56,4132.13,Expert_7,0
CLM_4687,CUST_4191,Nouvelle-Aquitaine,Catastrophe naturelle,Habitation,2023-01-29,2023-02-12,2023-03-29,Clos,7425.73,6397.76,Expert_6,0
CLM_4688,CUST_1472,Nouvelle-Aquitaine,Dégât des eaux,Habitation,2023-03-27,2023-04-13,,Ouvert,1206.16,1161.68,Expert_2,0
CLM_4689,CUST_2620,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-03-29,2023-04-08,,En recours,278.55,214.5,Expert_5,0
CLM_4690,CUST_4374,Île-de-France,Incendie,Auto,2023-11-13,2023-11-19,2023-12-28,Clos,6220.84,5226.0,Expert_13,0
CLM_4691,CUST_1470,Hauts-de-France,Catastrophe naturelle,Habitation,2023-10-09,2023-10-21,,En recours,5390.96,5012.91,Expert_1,0
CLM_4692,CUST_4998,Nouvelle-Aquitaine,Vol,Professionnelle,2023-01-01,2023-01-13,2023-03-04,Clos,7587.24,5464.94,Expert_2,0
CLM_4693,CUST_1883,Île-de-France,Catastrophe naturelle,Auto,2023-11-09,2023-11-21,2023-12-24,Clos,1667.95,1267.98,Expert_15,0
CLM_4694,CUST_3760,PACA,Bris de glace,Auto,2023-03-20,2023-03-28,,Ouvert,4704.0,3471.92,Expert_14,0
CLM_4695,CUST_4212,Nouvelle-Aquitaine,Incendie,Auto,2023-03-11,2023-03-13,,Ouvert,2102.36,1656.25,Expert_8,0
CLM_4696,CUST_3082,PACA,Vol,Professionnelle,2023-03-17,2023-03-23,2023-04-30,Clos,2256.69,1667.55,Expert_9,0
CLM_4697,CUST_1196,Nouvelle-Aquitaine,Incendie,Habitation,2023-01-28,2023-02-06,2023-03-24,Clos,2691.45,2671.1,Expert_15,0
CLM_4698,CUST_3535,Île-de-France,Catastrophe naturelle,Auto,2023-06-13,2023-06-28,2023-07-12,Clos,875.11,651.19,Expert_14,0
CLM_4699,CUST_1976,Occitanie,Bris de glace,Habitation,2023-11-28,2023-12-17,,Ouvert,615.91,522.97,Expert_14,0
CLM_4700,CUST_2809,Île-de-France,Dégât des eaux,Professionnelle,2023-08-19,2023-09-02,,Ouvert,5068.87,3653.9,Expert_5,0
CLM_4701,CUST_3223,Occitanie,Dégât des eaux,Professionnelle,2023-10-17,2023-11-03,,En recours,3551.32,2614.97,Expert_3,0
CLM_4702,CUST_1409,Hauts-de-France,Vol,Auto,2023-08-21,2023-08-27,,Ouvert,1807.13,1328.3,Expert_11,0
CLM_4703,CUST_4455,Île-de-France,Vol,Habitation,2023-05-22,2023-05-25,,Ouvert,3804.17,3574.82,Expert_11,1
CLM_4704,CUST_3149,Occitanie,Dégât des eaux,Auto,2023-10-21,2023-10-25,2023-12-05,Clos,2932.83,2803.8,Expert_6,0
CLM_4705,CUST_1778,Occitanie,Dégât des eaux,Auto,2023-12-21,2024-01-07,2024-03-05,Clos,1105.13,790.91,Expert_9,0
CLM_4706,CUST_4600,Hauts-de-France,Catastrophe naturelle,Professionnelle,2023-07-19,2023-07-31,2023-08-19,Clos,814.46,574.15,Expert_13,0
CLM_4707,CUST_1549,Nouvelle-Aquitaine,Bris de glace,Auto,2023-05-18,2023-05-24,2023-06-24,Clos,3225.78,2911.86,Expert_2,0
CLM_4708,CUST_1317,Occitanie,Vol,Habitation,2023-12-29,2023-12-31,2024-01-22,Clos,8187.32,7652.59,Expert_7,0
CLM_4709,CUST_4590,Hauts-de-France,Catastrophe naturelle,Professionnelle,2023-01-23,2023-02-02,2023-02-18,Clos,2555.3,2502.33,Expert_13,0
CLM_4710,CUST_1301,Occitanie,Catastrophe naturelle,Professionnelle,2023-12-16,2023-12-25,2024-01-22,Clos,5998.96,4535.67,Expert_9,0
CLM_4711,CUST_4718,Occitanie,Bris de glace,Auto,2023-05-03,2023-05-06,2023-05-11,Clos,1410.19,1308.85,Expert_14,0
CLM_4712,CUST_3396,PACA,Bris de glace,Professionnelle,2023-09-22,2023-09-29,2023-10-30,Clos,4740.7,3762.18,Expert_3,0
CLM_4713,CUST_1691,Hauts-de-France,Bris de glace,Habitation,2023-11-19,2023-11-30,,Ouvert,414.58,300.21,Expert_13,0
CLM_4714,CUST_1518,PACA,Bris de glace,Auto,2023-01-13,2023-01-25,2023-02-05,Clos,712.84,543.32,Expert_3,0
CLM_4715,CUST_4704,Nouvelle-Aquitaine,Incendie,Habitation,2023-11-02,2023-11-14,2023-12-24,Clos,3321.32,3199.73,Expert_11,0
CLM_4716,CUST_2375,Hauts-de-France,Bris de glace,Professionnelle,2023-12-31,2024-01-14,2024-02-24,Clos,4235.86,3242.05,Expert_11,0
